28.10.2022                                                                                                                                                   Dynamic List Display                                                                                                                                                                                                            1


	Purch.Doc.	Item	WBS element	Vendor	Name 1	Ackn. No.	StatDelDte	Deliv.date	Expediting Description
	4500912210	 390	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 420	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 430	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 450	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 460	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 490	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 500	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 530	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 560	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 570	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 600	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 630	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 640	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 680	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 710	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 800	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 830	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 850	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	  90	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (3 off) ETA AS 19/9/2021
	4500912210	 720	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (2 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 510	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 580	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 650	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 790	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	  20	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (3 off) ETA AS 19/9/2021
	4500912210	  30	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	  50	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	  60	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	  70	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	  80	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 100	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 120	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 130	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 730	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 770	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 780	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (2 off) ETA AS 19/9/2021
	4500912210	 140	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 150	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 190	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 200	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (2 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 410	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 170	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 540	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (2 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 480	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 470	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 400	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 340	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 330	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 270	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (2 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 260	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 250	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 240	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 210	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 180	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	07/01/2022 - TRG or IMP to be informed by COMEX
	4500912210	 550	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 610	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 620	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (2 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500912210	 670	103715-05BR	138982	Voestalpine High Performance	OK 13/11/2020	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500914970	 240	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	04/10/2021 - 23/09/2021 SI - TRG 0558/21 ROAD (15  off) ETA AS 10/10/2021
LANÇAMENTO 1700001886 - TRG 0500/21
	4500914970	 250	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	04/10/2021 - 23/09/2021 SI - TRG 0558/21 ROAD (15  off) ETA AS 10/10/2021
LANÇAMENTO 1700001886 - TRG 0500/21
	4500914970	 300	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 310	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 330	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 340	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 360	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 370	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 390	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 400	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	20/01/2022 - TRG 0558/21
	4500914970	 210	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (1 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500914970	  20	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (6 off) ETA AS 19/9/2021
	4500914970	 270	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	13/09/2021 SI - TRG 0539/21 AIR (6,16M) - ETA KPT 30/09/2021
08/09/2021 - EXPORT DOCUMENTATION ISSUES BEING DISCUSSED 08/09/2021
	4500914970	  30	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (6 off) ETA AS 19/9/2021
	4500914970	  50	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (6 off) ETA AS 19/9/2021
	4500914970	 220	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	27/07/2022 - 08/11/2021 - SEA (2 off) PR#02287/21 IMP 0690/21  DI: 2124672290 ETA AS 18.12.2021
	4500914970	 230	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	04/10/2021 - 23/09/2021 SI - TRG 0558/21 ROAD (15  off) ETA AS 10/10/2021
LANÇAMENTO 1700001886 - TRG 0500/21
	4500914970	 190	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (3 off) ETA AS 19/9/2021
	4500914970	 170	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (3 off) ETA AS 19/9/2021
	4500914970	 160	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (3 off) ETA AS 19/9/2021
	4500914970	 150	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (3 off) ETA AS 19/9/2021
	4500914970	 130	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (12 off) ETA AS 19/9/2021
	4500914970	 120	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (12 off) ETA AS 19/9/2021
	4500914970	 110	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (12 off) ETA AS 19/9/2021
	4500914970	  90	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (12 off) ETA AS 19/9/2021
	4500914970	  70	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (4 off) ETA AS 19/9/2021
	4500914970	  60	103715-05BR	138982	Voestalpine High Performance	ACK - 24/02/2021	16.08.2021	30.11.2022	03/09/2021 - 02/09/2021 SI - TRG 0500/21 ROAD (6 off) ETA AS 19/9/2021
	4500915339	 960	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	01.09.2022	02.11.2022
	4500915339	 990	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	30.07.2021	20.11.2022
	4500915339	 470	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	12.04.2022	02.11.2022	27/07/2022 - 23/02/2022 - AIR (1 off) PR#00487/22 IMP 0120/22  DI: 2204532370 ETA AS 04.03.2022
	4500915339	 930	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	30.03.2022	02.11.2022
	4500915339	 940	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	30.03.2022	02.11.2022
	4500915339	 970	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	01.09.2022	02.11.2022
	4500915339	 980	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	01.09.2022	02.11.2022
	4500915339	1000	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	01.09.2022	02.11.2022
	4500915339	 920	103715-06BR	I355	Aker Solutions Limited	ACK - 03/03/2021	20.04.2022	12.04.2022	Last Update 26/10/2022 -  (SI Date)09/03/2022 - AIR (1 off) - IMP 0301/22  DI: - ETA AKSO 12.04.2022
	4500916760	 130	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 570	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	31.10.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	  60	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	  70	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	  80	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	20.04.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 140	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 150	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	20.04.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 200	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 210	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 220	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	20.04.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 270	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 280	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 290	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	20.04.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 340	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 350	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 360	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	20.04.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 410	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 420	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 430	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	20.04.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 550	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 640	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd		01.02.2022	02.11.2022
	4500916760	 400	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	20.11.2022	Last Update 26/10/2022 -  (SI Date)21/10/2022 - AIR (1 off) PR#02775/22 IMP 1423/22  DI:  ETA AKSO 20.11.2022
	4500916760	 190	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	20.11.2022	Last Update 18/10/2022 -  (SI Date)26/09/2022 - AIR (5 off) PR#02521/22 IMP 1298/22  DI:  ETA AKSO 26.10.2022
	4500916760	 480	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 330	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 260	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	02.11.2022	24/08/2022 - 03/08/2022 - AIR (4 off) PR#02062/22 IMP 1015/22  DI: 2216149992 ETA AS 23.08.2022
	4500916760	 120	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	24.11.2021	02.11.2022	Last Update 19/09/2022 -  (SI Date)06/09/2022 - AIR (14 off) PR#02286/22 IMP 1176/22  DI:  ETA AKSO 06.10.2022
	4500916760	  50	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	30.01.2022	05.11.2022	Last Update 25/10/2022 -  (SI Date)06/10/2022 - AIR (1 off) PR#02655/22 IMP 1351/22  DI: 2220896535 ETA AKSO 25.10.2022
	4500916760	 650	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd		01.02.2022	02.11.2022
	4500916760	 560	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 500	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	23.03.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916760	 490	103715-06BR	I376	Aker Solutions Malaysia Sdn Bhd	OK-03/02/2021	09.02.2022	02.11.2022	10/02/2021 - Contract Date amended, waiting for ACK from AKSO MY
	4500916857	 470	103715-05BR	I200	Aker Solutions AS		01.10.2021	30.06.2022	11/03/2021 - 09/03/2021 SI - IMP 0106/21 SEA (204 M) ETA AS 5/4/2021
	4500916857	 460	103715-05BR	I200	Aker Solutions AS		01.10.2021	30.06.2022	11/03/2021 - 09/03/2021 SI - IMP 0106/21 SEA (542 M) ETA AS 5/4/2021
